2.1187468,-0.2344746,2701.2754,
0.08392024,-0.8357513,78.19371,
-1.7267137,-0.72910327,1393.7565,
-1.6051555,-1.6440823,2744.2112,
-1.7139478,1.4525862,1072.5739,
-1.0973406,0.5934609,150.73857,
-1.3230801,1.0177672,62.967926,
0.61658585,0.45555818,43.317696,
-0.6015932,-0.42982435,451.69028,
0.98620963,0.7623312,23.279327,
-0.04847914,-0.22418725,12.24824,
0.81272006,2.0133939,851.89484,
-0.2200005,1.0639257,110.34583,
0.28209114,-1.5622705,1595.2231,
1.0661736,-0.7161314,499.51202,
-1.8498527,0.43185085,940.61414,
0.47086573,-0.16231656,166.7151,
1.0189731,-1.9381306,2853.0278,
1.0867653,-1.6421051,1321.578,
-0.10136175,0.551163,106.45672,
-0.31303006,2.6212287,3013.072,
0.40626776,-0.079309165,42.019634,
-0.66233736,2.5152729,3429.079,
-1.6127846,-0.841549,2455.4148,
0.008584678,-1.2473327,666.969,
1.634074,-1.2545031,1546.4083,
-0.32812232,-1.285242,314.99146,
1.7245713,-2.3518653,5182.2476,
0.5563681,2.1749263,4566.5117,
-0.39232296,0.901778,71.88676,
1.0602903,1.384578,162.99026,
-0.94048136,-1.123718,984.187,
0.9731328,1.5981435,572.9678,
-0.059351742,1.7527417,2317.8506,
0.08159369,1.8760004,1126.0925,
1.5598235,1.4975872,879.6088,
0.21289104,-1.942931,2274.5005,
0.44544035,-0.15632701,26.051985,
1.8907202,1.0695481,700.75964,
-0.6848949,1.9447728,1898.1133,
0.9473598,0.99495506,79.912865,
-0.29978925,1.2368326,445.35858,
0.86460114,1.0758741,13.14887,
0.021836936,-1.293704,719.3785,
-2.1663032,-1.4672567,4432.2896,
-1.7645473,-0.36479902,1221.1565,
0.37020832,-1.1868398,190.96124,
1.5858246,1.6793387,908.1998,
-0.05416006,1.734708,3129.2976,
-0.5261405,0.8669654,45.12377,
-0.02908659,-1.2922593,335.54068,
0.67987955,0.121151626,13.169893,
2.3554063,1.4590576,2506.884,
-1.2283158,-0.13875282,284.2908,
0.8833024,-0.14549965,236.1,
-1.1782469,0.09291726,842.72864,
1.1567125,-0.21566337,347.39844,
-1.2502928,-0.5708488,723.838,
-1.3823273,0.688439,443.50854,
0.6897379,0.28639287,13.125701,
1.164062,1.0298197,41.10541,
0.56676936,-1.0271791,645.35925,
-0.5184703,-1.4413648,341.16476,
-0.8293142,0.7446812,7.8875256,
0.06804317,-0.95957386,667.90643,
-0.121340275,-1.3212254,1293.6221,
-0.003494382,-2.4393077,5673.3687,
1.0375412,-1.765419,1522.4843,
0.021174788,1.6840343,1182.6398,
-1.0599908,-1.1896123,1014.92944,
1.2752008,1.5735841,803.2646,
-0.8191772,-0.100946724,163.97534,
-0.56816715,-0.58858484,110.568565,
1.6466696,0.397986,963.9037,
-0.97444296,-1.3383257,532.79877,
-0.02915883,-0.6855619,107.11017,
-0.821024,1.2563438,145.35657,
0.2809081,0.9336029,73.85281,
-1.9035456,1.8425126,1252.8413,
-0.39522547,2.1981509,1988.0258,
-2.4812028,-2.1941948,8889.883,
-1.6884081,-1.388947,1892.5142,
-1.6506754,-0.31413496,1194.8005,
-0.80492663,-1.241323,669.04663,
-1.3619955,1.447535,409.8816,
-1.183624,2.210562,1351.9087,
0.13666445,-1.7007208,2805.939,
-1.1169908,0.050781727,895.80884,
-0.8829569,1.6044991,1682.5704,
-2.067239,-0.08920562,2031.6102,
-1.2105764,0.9703177,502.413,
-1.5864776,-1.3050554,1941.9667,
-0.49984574,-1.306757,1901.4283,
0.20971477,0.119701624,209.45613,
-0.7386575,0.07545537,383.72232,
1.38487,-0.058882535,793.7919,
-0.27223366,0.19539803,608.27625,
-1.1785815,-0.15077412,628.8444,
2.449403,-1.1695385,5311.495,
-1.2110791,-0.6969926,613.969,
