-2.9523854E-4,-2.30895E-5,1.4627566E-4,0.42023915,
4.9237413E-5,-2.3049746E-4,3.2737677E-5,0.16189802,
1.1098161E-4,5.2247546E-5,2.5937846E-4,0.5195782,
-1.2294287E-4,1.7122198E-4,3.6435486E-5,0.055804383,
2.434405E-4,-2.7119325E-4,-3.7961036E-5,0.7158902,
2.6390662E-5,-3.119423E-4,-3.0077868E-5,0.6023582,
-2.5356608E-4,-1.5096947E-4,6.633659E-5,0.34066123,
-4.7361216E-5,-6.805926E-6,2.973955E-5,0.022153055,
2.2225626E-4,-6.545164E-5,9.6955715E-5,0.16073953,
2.3311298E-4,-1.564442E-4,1.3888873E-4,0.31256524,
2.5783627E-6,-1.038306E-4,3.6867234E-6,0.05386238,
2.352647E-4,-1.06461404E-4,5.288913E-5,0.22659451,
-9.958454E-5,-1.8155975E-5,1.3162394E-5,0.015024919,
2.0840907E-4,2.7492698E-4,-2.8341909E-5,0.29861724,
-2.103045E-5,7.805426E-5,-2.3528908E-5,0.010505429,
-9.274023E-6,-3.0821324E-5,1.1968376E-4,0.019207336,
1.7417785E-4,-1.3401773E-4,-4.4825014E-5,0.13393484,
2.9426672E-5,5.225785E-5,7.229945E-5,0.050595053,
-1.4308459E-4,-2.0975071E-4,-7.062534E-5,0.2533555,
-7.021788E-6,1.5786804E-4,-2.36468E-4,0.35238388,
-8.9648354E-5,9.679786E-5,-1.553927E-5,0.01749642,
2.8738592E-4,-1.13512724E-4,-1.3377825E-4,0.49224147,
9.307682E-5,-1.7284589E-4,1.7859473E-5,0.08344892,
-1.740181E-4,2.9438807E-4,6.887901E-6,0.42217934,
2.800524E-4,-2.8359573E-5,3.2241343E-4,0.9592062,
-4.61462E-6,2.1093774E-4,2.2381212E-4,0.051043678,
-1.0444438E-4,3.2033454E-4,-2.2762924E-4,0.89467233,
6.3418185E-5,-1.1664244E-4,-1.1396198E-4,0.057475377,
-1.1460308E-4,2.6771738E-6,-8.537686E-5,0.016510522,
1.4586169E-4,1.3712638E-4,-1.3235242E-4,0.110334106,
-9.754854E-7,1.2996585E-4,-2.713867E-4,0.5593929,
-3.2093952E-4,2.8987706E-4,-1.2032001E-4,0.6728795,
-2.6428797E-5,8.976117E-6,1.6243762E-4,0.11929497,
1.8337168E-4,-1.3923144E-5,2.2705292E-4,0.2482764,
9.16801E-5,4.721022E-6,1.2145553E-4,0.10316052,
-1.2142347E-4,8.6676766E-5,-1.0714864E-4,0.04677877,
5.7944053E-5,2.0525712E-4,3.1570843E-4,1.0,
-2.5886073E-4,6.324467E-5,2.1734422E-4,0.3008361,
-2.3053992E-4,-1.371153E-4,-2.7042866E-4,0.85269624,
7.48763E-5,1.5098564E-4,-1.0012644E-4,0.12740752,
-2.3233276E-4,-1.1513264E-4,-3.7727164E-5,0.23998553,
-1.4696561E-4,-7.816655E-5,2.3819595E-4,0.100742504,
