-0.4483847,0.17834473,0.956075,1.0160468,0.9613511,1.5163411,771.51624,
-2.2014842,-2.0959058,-1.1919711,-0.101018965,0.009397209,0.5966204,8294.202,
-0.8356013,-0.5407183,1.0744268,1.1690745,1.0452569,-1.508504,1229.956,
-0.24941719,-0.120098054,-0.05585289,2.2457123,-0.43224102,-0.07696599,3569.0867,
2.5682654,-0.6555033,-0.1546424,0.5477804,-1.648637,1.0169201,6077.544,
0.2676267,-1.2019138,2.0320773,-1.4607322,-2.458447,1.3642063,8644.66,
1.4684334,1.66692,-1.7448876,-1.2449105,-1.6228428,0.48904234,5398.7227,
0.34401405,-1.7956249,1.658207,-0.8027796,-1.9612502,-0.20360577,4521.4995,
-2.4744408,0.31202424,0.52106506,1.9859562,-0.2878772,0.043860555,5499.6465,
2.0051308,-0.71162385,1.1891559,-0.55973357,-1.3485916,-0.68823105,3598.0662,
-2.0881996,-0.50784606,0.7312753,-1.3181324,1.7223047,1.0480254,3125.5159,
-2.140531,-0.6266336,-1.072643,0.97230667,-0.38635272,-0.8629562,3272.3752,
-1.4473069,-0.15961647,0.65699583,-0.7678163,1.1767563,-1.1814206,2680.6194,
-1.9425526,-0.519818,0.869933,-1.435765,-1.5318694,0.8748164,3998.4924,
-0.6311431,-0.825084,-0.31935722,-0.48946524,-0.57675755,1.2413597,611.36865,
-1.5458689,-0.5979125,2.3538227,0.6195066,-1.7057545,-0.22360933,5275.12,
-1.6339835,1.1465297,0.16850692,-0.23804462,-1.5911384,2.2194767,2972.0874,
-1.5761881,1.1164674,-2.5467126,-2.0373178,-1.7028382,-0.10864234,13270.385,
1.91845,-1.505317,-0.95157266,-1.1512016,-1.0317569,-0.6646553,5039.6133,
-1.1458286,0.91342235,1.0588472,-2.2474027,-1.3539981,-2.7824194,11541.135,
2.1864808,-0.34191674,2.1520224,0.16368073,0.87941533,1.4829667,6654.01,
-0.22556376,0.22760725,-0.78520095,-2.346218,1.6743658,-1.342835,4456.149,
-1.2477655,1.180752,1.6855576,-2.5187354,1.0395389,-1.9355096,8170.9043,
2.0759957,1.017107,-1.5562232,-1.4100122,1.5229383,-0.75630015,4304.111,
1.0112884,-0.29461867,1.9523603,-0.68448025,-2.1238286,-0.99803674,6491.7617,
1.9083992,0.15356272,0.17173219,1.2513828,-1.5701985,-2.369719,8032.4785,
-1.3046975,-1.8549905,2.4246008,0.45573127,0.2337985,-0.5403262,4409.358,
1.4339147,-0.5046839,-0.47172797,-0.95613635,0.38987106,-0.58424234,1134.2351,
1.5089031,-0.5227563,-0.972567,1.5658581,-0.77824974,-2.2150707,4717.9453,
