-1.4802358E-4,1.3491388E-4,2.006477E-5,1.9888788E-4,0.18087272,
2.4482812E-5,3.8384922E-5,7.1433955E-5,-1.7288678E-4,0.3402734,
1.7385062E-5,2.25306E-5,-7.295125E-5,1.7675073E-4,0.097137764,
1.0228341E-4,2.1334863E-5,3.5486883E-6,-6.0366725E-5,0.017299142,
-1.6592581E-4,9.6263E-5,1.9063464E-4,-4.2684005E-5,0.24702363,
5.2218602E-5,1.668321E-5,1.3165297E-4,1.3318515E-4,0.024660967,
-1.5587733E-5,-1.6905215E-4,-3.8607846E-5,-9.3918925E-7,0.1682583,
-3.1003103E-5,6.352887E-5,1.0439823E-4,-3.46232E-5,0.04484809,
2.010239E-5,-3.8184848E-5,8.792978E-5,-5.4606247E-5,0.03711774,
-5.6143695E-6,-1.3615514E-4,-8.194247E-5,1.1440229E-6,0.1204061,
8.59954E-5,-1.7874034E-6,-1.223812E-5,2.4775838E-4,0.73375183,
3.474619E-5,-6.134658E-5,-6.443152E-5,-1.8133462E-4,0.2749296,
-8.064353E-5,2.3791801E-5,2.8300512E-6,7.935539E-5,0.009262737,
-8.1794715E-5,-1.1919392E-4,9.4364905E-6,-4.0168972E-5,0.06311963,
-5.8072106E-5,-2.8306475E-5,-1.026444E-4,-1.4556993E-5,0.070436195,
3.8942188E-5,3.0229909E-5,-4.5228073E-5,2.274966E-5,0.023544095,
-2.0321739E-5,-1.5653014E-4,-2.0139163E-5,-2.06063E-4,0.27050963,
-2.4230822E-5,-3.157563E-5,-2.9636225E-5,4.092045E-5,0.04735659,
-7.3777184E-5,1.04471255E-4,1.6926925E-4,6.524894E-5,0.10320924,
2.5819829E-5,6.6185996E-5,-6.63651E-5,-8.825752E-5,0.037618894,
-2.5529778E-5,5.4415827E-6,1.5684978E-4,4.5737506E-5,0.1298466,
4.0440984E-5,1.7552459E-4,-1.3620821E-4,1.9409532E-5,0.28704843,
4.6468205E-5,4.885E-5,1.9574123E-4,-2.5007133E-5,0.22695617,
2.5015264E-5,2.9634159E-5,-1.8142976E-4,1.916178E-4,0.173606,
2.606035E-4,2.446838E-4,2.8878274E-5,-7.13598E-5,0.6300018,
1.9673193E-5,-5.614969E-5,-5.943546E-5,-1.6692104E-5,0.018161573,
-8.200521E-5,-2.50274E-4,-1.3877267E-4,-8.5668245E-5,0.87529796,
1.1787787E-4,5.1581726E-5,-1.03173705E-4,8.585634E-5,0.08668677,
-1.7893642E-4,-7.4181415E-5,-5.795083E-5,-1.1555407E-4,0.22836827,
-5.7652294E-5,4.9230825E-5,-2.108834E-4,-5.594316E-5,0.35219404,
1.4663738E-5,-9.141661E-5,-1.4455323E-4,8.3104205E-5,0.088126846,
-8.064278E-5,9.5119394E-5,-3.585549E-5,-9.36409E-5,0.03272092,
1.0856753E-4,8.3681545E-5,1.13699525E-5,1.861232E-4,0.27951014,
-1.1597076E-6,-1.0544815E-4,1.0795852E-4,1.5308347E-4,0.19177976,
3.2189353E-5,-6.69506E-6,-9.962381E-5,2.5631566E-4,0.96991503,
-1.2343621E-4,-1.4455595E-4,-5.9918E-5,-1.4268908E-5,0.19464906,
-8.7787754E-5,6.791965E-5,-2.2062639E-4,-1.14531744E-4,0.51156867,
1.2256551E-4,2.036766E-4,-4.1153893E-5,-4.092882E-5,0.25434655,
9.833367E-5,-7.085613E-5,7.993241E-5,2.1359944E-4,0.31105128,
-3.8448237E-5,8.710599E-5,-2.2637149E-4,2.4370004E-6,0.4155072,
1.1407624E-4,1.4259039E-4,1.4378912E-4,-2.203722E-4,0.48056045,
1.3706896E-4,2.3080845E-4,2.2275487E-4,4.3908214E-5,0.36859024,
3.7593094E-5,9.3752235E-5,2.3174116E-5,2.5557997E-4,0.577173,
1.7751449E-4,3.853576E-6,1.5494159E-4,-5.25947E-5,0.24979936,
-1.6087249E-4,-4.9109818E-5,-5.8784695E-5,-1.7914703E-5,0.12850903,
1.21806945E-4,4.285017E-5,-1.7749364E-4,2.1870093E-5,0.16514917,
