0.32233697,53.262016,
2.1043878,2315.1846,
0.6371788,346.28152,
-1.5201387,138.17273,
-1.5613799,205.53505,
1.5677058,2082.2917,
0.40744275,33.89298,
2.1351438,2201.168,
-1.220988,141.9261,
0.4442405,698.13196,
-2.363696,3992.5422,
-1.5618904,1366.2972,
0.89196986,77.963585,
0.02845037,8.62105,
-0.6661715,4.412576,
0.005286634,220.74467,
-1.7551076,1582.4818,
0.41400272,355.30084,
-0.37924236,184.74823,
-1.0560095,1008.31,
-1.1060987,90.49239,
0.947429,826.2187,
1.3361531,158.44704,
-1.8440425,1115.6135,
-0.05267787,1.897344,
0.98719937,399.45654,
0.6496834,83.09329,
-1.4676692,547.80457,
0.9947428,137.72853,
-0.10990584,11.180668,
0.35042292,9.500615,
2.4618826,3157.271,
0.67352325,151.87274,
-1.8532581,1696.6935,
-2.5159602,6527.7656,
-1.925659,3343.1675,
1.5446298,319.36176,
1.5882064,370.20233,
-0.9897525,269.66806,
-0.359298,151.27426,
0.44967306,85.20088,
0.5854899,224.78946,
2.152396,2216.1716,
-2.447605,1558.3887,
1.5210196,743.62555,
1.1638345,375.70612,
-0.8889252,966.5431,
-1.6988137,1085.9456,
-0.9831433,289.5883,
-1.0463108,200.58379,
-0.1863944,339.7507,
1.8816841,3123.6736,
0.1530819,25.028782,
-0.099772274,81.31637,
0.37129855,278.1871,
1.0383307,125.778206,
2.1038942,3478.7268,
-0.3467188,5.85354,
-1.0836514,78.317696,
2.7787488,3319.7942,
2.3429623,1465.1016,
1.5595672,357.81613,
1.4902418,171.15535,
0.57532257,169.17743,
1.4970424,328.38556,
0.17909074,45.145493,
2.6555548,3326.1355,
-0.32311606,24.714037,
-0.11607671,387.74057,
1.2475872,139.7467,
0.5030152,463.85794,
-0.047616184,150.0579,
0.90657234,0.19660135,
2.0068872,404.921,
0.7256999,125.76993,
-0.31158203,4.261215,
-1.5246423,760.66534,
-0.17492402,42.364296,
0.4322505,10.996679,
-0.23751158,144.306,
0.6302211,0.7136254,
1.0283215,1065.9788,
-0.6290256,598.758,
-0.38613063,97.51568,
0.5346785,15.591547,
1.8662496,626.727,
-0.76329035,498.95935,
0.43395674,228.70567,
1.0135195,1138.9741,
0.53273696,122.25252,
-0.26766872,408.23108,
0.99797595,492.31955,
0.80608463,0.037929803,
0.16400045,257.35956,
0.056767166,32.03599,
1.5599209,1529.1016,
0.7069933,389.54865,
-1.2641441,694.766,
-0.50859386,191.7309,
1.2326007,10.06168,
