-2.2952614,-0.1795038,1.1371851,3267.0488,
0.3827845,-1.7919474,0.25451124,1258.6375,
0.86279994,0.40618604,2.0164757,4039.3364,
-0.95579,1.3311243,0.28325897,433.83783,
1.8925699,-2.108327,-0.295119,5565.517,
0.20516789,-2.4251208,-0.2338332,4682.8896,
-1.9712887,-1.173676,0.515718,2648.3892,
-0.36819845,-0.052911043,0.23120302,172.22363,
1.7278781,-0.5088381,0.753759,1249.631,
1.8122811,-1.216238,1.0797572,2429.9636,
0.020044863,-0.80720615,0.02866155,418.7402,
1.829009,-0.8276587,0.41117388,1761.6047,
-0.7741962,-0.14114928,0.10232788,116.80764,
1.6202264,2.137354,-0.22033739,2321.5283,
-0.1634962,0.6068142,-0.18291986,81.67194,
-0.07209867,-0.239613,0.93045276,149.32285,
1.354104,-1.0418887,-0.34848136,1041.2444,
0.22877061,0.40626615,0.5620748,393.33914,
-1.1123769,-1.6306567,-0.5490598,1969.6517,
-0.054589212,1.2273073,-1.8383639,2739.5242,
-0.69694966,0.7525318,-0.12080634,136.02173,
2.234213,-0.8824775,-1.0400269,3826.8135,
0.7236035,-1.343749,0.13884419,648.75366,
-1.3528621,2.2886496,0.053548336,3282.1323,
2.1772003,-0.22047472,2.506526,7457.119,
-0.03587526,1.639885,1.7399738,396.82687,
-0.8119778,2.4903643,-1.769649,6955.416,
0.49302953,-0.90680873,-0.8859701,446.82855,
-0.8909542,0.020813048,-0.66374195,128.3571,
1.1339668,1.0660563,-1.0289422,857.7661,
-0.007583678,1.0103884,-2.1098309,4348.8667,
-2.4950676,2.2535799,-0.9353991,5231.1406,
-0.20546436,0.069782674,1.2628324,927.43024,
1.4255793,-0.108242154,1.7651687,1930.1654,
0.712745,0.036702454,0.944227,801.9968,
-0.9439777,0.6738478,-0.8330015,363.67035,
0.45047218,1.5957224,2.4543996,7774.2607,
-2.012451,0.49168056,1.6896906,2338.778,
-1.7922775,-1.0659702,-2.102383,6629.083,
0.58210784,1.1738017,-0.77840906,990.4993,
-1.8062155,-0.8950712,-0.2933008,1865.7101,
-1.142549,-0.6076872,1.8517975,783.1985,
-0.5409708,-1.2290139,2.1244154,4592.0117,
2.2148082,-0.08971256,-1.7623355,4288.902,
-0.15732461,-1.0013099,0.9688164,1507.1112,
1.3059628,0.34164208,2.6546793,6987.5386,
-0.1666038,0.77649736,1.2293751,335.75226,
-0.6633918,-0.40467095,1.7755871,538.862,
1.1396439,-1.0718553,-0.9591855,1046.6832,
-0.89714223,1.1757333,-0.7743589,494.9376,
0.76656514,1.0930978,-0.41850382,586.1083,
-0.9422141,0.5111443,-1.0391532,1189.9127,
-0.6036165,-0.5539849,0.443242,201.2015,
0.7048706,-0.51782066,-0.48391825,226.1042,
-2.1308763,-0.17289984,-0.98052996,2448.4446,
-0.38478273,-1.6779666,2.1699638,2689.0112,
0.56055325,-0.04478413,1.4585133,1641.6095,
-1.6345627,-0.9395705,0.07334143,1472.4083,
2.454215,0.3956412,-1.2710006,3905.2258,
-1.306946,0.6831447,-0.6117196,230.37427,
-0.29557353,-0.045663178,1.3441665,725.17535,
-0.8336862,-0.8210097,0.4844284,807.5516,
0.4871226,-0.8293968,2.2919903,997.3587,
0.6652776,2.6461136,-0.7603782,6535.134,
-2.0645874,2.5800014,-1.2820048,6853.149,
0.9710648,-0.37049514,-0.50838,228.79004,
-1.0432688,1.41941,1.9076253,2877.9639,
-1.2398717,-1.1384227,0.6878355,803.76904,
-1.2715454,-0.5538996,-1.8849454,2898.2998,
0.30043173,0.57770205,-0.22006238,742.34283,
0.6688605,-2.4573033,-0.21469653,4767.582,
1.1464083,-0.42143548,-1.5897956,1303.0668,
-1.3196983,-0.22009903,-0.28345603,411.1794,
-0.8704274,0.2112261,0.4364975,140.06418,
0.46147585,-1.3911428,0.70946306,455.67358,
1.9416615,-0.55923986,-0.15726525,1997.5774,
-0.3143431,1.8550284,-0.7494364,2168.948,
-1.3928204,2.1843383,1.0817363,1473.4885,
-0.1582269,2.1854634,-0.22372574,2971.295,
-0.85777456,-1.9203551,-0.10268104,2271.7166,
0.53519887,-0.278674,-1.9352539,2714.256,
0.69646883,-0.14050752,-0.3274879,490.8305,
-1.9548612,-0.53243655,1.3022089,2710.856,
-0.5248384,0.5045103,-2.6492262,2860.3083,
0.93547994,1.2315879,-0.6292364,560.88104,
-0.26195204,0.3457893,1.9770787,1698.3184,
1.5159842,-0.29715067,-0.09551525,1063.1454,
1.1720586,0.2893476,1.9057536,692.5761,
-0.049301326,-2.6348326,-0.33929068,6013.885,
-0.0653438,-1.6656979,0.72193766,1301.3091,
0.81045663,-0.086293995,1.7533848,815.19104,
-0.33528918,-0.4433872,-1.0764616,682.86816,
0.8663467,-0.1515398,-0.7046453,159.73466,
-1.242219,-1.2697201,-0.58943653,1348.5281,
1.9210231,-1.0838696,-1.0035479,2850.6462,
-1.797328,-0.24213338,-2.1713028,5803.1665,
-1.5252678,0.07226318,-0.73571885,1034.4319,
-0.72385025,1.0822237,-0.18599635,223.85313,
1.0229313,1.6355277,-0.6454418,1882.005,
-0.60731614,2.251289,-0.814375,3877.6626,
