-0.5492976,-0.50885373,
-0.54793614,1.219165,
-0.549057,-0.28499854,
-0.55070513,-0.44398537,
-0.55073667,-0.39252323,
-0.54834616,1.0412441,
-0.54923254,-0.52365094,
-0.54791266,1.1320609,
-0.5504766,-0.44111794,
-0.54920447,-0.01619881,
-0.5513496,2.5005994,
-0.550737,0.49425286,
-0.5488624,-0.48998275,
-0.5495221,-0.5429577,
-0.55005276,-0.5461728,
-0.54953974,-0.38090366,
-0.55088466,0.6594093,
-0.54922754,-0.27810812,
-0.5498336,-0.40840355,
-0.5503506,0.22076486,
-0.5503888,-0.48041126,
-0.54882,0.081654355,
-0.548523,-0.4284966,
-0.5509526,0.30274048,
-0.5495841,-0.54809433,
-0.5487897,-0.24437493,
-0.5490475,-0.48606387,
-0.5506651,-0.13104296,
-0.5487839,-0.44432473,
-0.5496278,-0.5410022,
-0.5492761,-0.54228574,
-0.5476631,1.8624855,
-0.5490293,-0.4335191,
-0.55095965,0.74666244,
-0.55146587,4.437409,
-0.55101496,2.004503,
-0.5483638,-0.30556417,
-0.5483305,-0.266724,
-0.55029994,-0.34352815,
-0.54981834,-0.4339763,
-0.5492003,-0.48445377,
-0.5490965,-0.37781364,
-0.5478995,1.1435231,
-0.5514137,0.6410031,
-0.54838187,0.018556483,
-0.54865474,-0.2625193,
-0.55022293,0.1888566,
-0.5508416,0.28007534,
-0.55029494,-0.3283099,
-0.55034316,-0.3963058,
-0.54968625,-0.28998783,
-0.54810625,1.8368185,
-0.54942685,-0.5304228,
-0.5496201,-0.48742136,
-0.5492602,-0.33701995,
-0.5487506,-0.4534543,
-0.54793656,2.108065,
-0.54980874,-0.54507196,
-0.5503717,-0.48971224,
-0.547421,1.9866468,
-0.5477539,0.5697354,
-0.54835236,-0.27618656,
-0.54840535,-0.41878796,
-0.54910433,-0.420299,
-0.5484001,-0.29867032,
-0.549407,-0.51505446,
-0.5475151,1.9914912,
-0.5497907,-0.53066325,
-0.5496325,-0.25332546,
-0.5485907,-0.4427829,
-0.5491596,-0.19517483,
-0.5495802,-0.43490556,
-0.54885125,-0.54939365,
-0.54801065,-0.24020031,
-0.5489894,-0.45346063,
-0.54978186,-0.54628843,
-0.5507086,0.03157421,
-0.5496775,-0.5171792,
-0.5492136,-0.54114276,
-0.54972523,-0.43929976,
-0.5490623,-0.54899865,
-0.5487582,0.2648215,
-0.5500244,-0.09211656,
-0.5498388,-0.4750457,
-0.5491354,-0.5376325,
-0.54811805,-0.070749365,
-0.55012697,-0.16835874,
-0.5492123,-0.37482178,
-0.54876953,0.32058704,
-0.5491369,-0.4561478,
-0.5497483,-0.23767154,
-0.5487814,-0.17343129,
-0.548928,-0.5495149,
-0.5494185,-0.35293138,
-0.54950047,-0.5250696,
-0.5483521,0.61862886,
-0.5490037,-0.25194418,
-0.5505096,-0.018770274,
-0.54993236,-0.40306905,
-0.54860216,-0.54185706,
