-2.7658454E-5,1.1001132E-5,5.8975154E-5,6.267449E-5,5.9300608E-5,9.3534974E-5,0.04759071,
-1.3579779E-4,-1.2928521E-4,-7.352632E-5,-6.2313197E-6,5.7966355E-7,3.680232E-5,0.511625,
-5.154377E-5,-3.335402E-5,6.627564E-5,7.211395E-5,6.4476306E-5,-9.3051545E-5,0.07586941,
-1.5385212E-5,-7.408207E-6,-3.445266E-6,1.3852598E-4,-2.6662638E-5,-4.74762E-6,0.22015786,
1.5842255E-4,-4.043449E-5,-9.539062E-6,3.378964E-5,-1.016956E-4,6.272836E-5,0.3748912,
1.650846E-5,-7.4139636E-5,1.2534799E-4,-9.010476E-5,-1.5164845E-4,8.415059E-5,0.5332428,
9.05798E-5,1.02823375E-4,-1.0763278E-4,-7.679187E-5,-1.00104495E-4,3.0166406E-5,0.33301833,
2.1220387E-5,-1.1076249E-4,1.0228592E-4,-4.951918E-5,-1.20979035E-4,-1.2559351E-5,0.27890712,
-1.5263502E-4,1.9247107E-5,3.2141717E-5,1.2250301E-4,-1.7757604E-5,2.705523E-6,0.33924377,
1.236858E-4,-4.3896267E-5,7.335267E-5,-3.452697E-5,-8.31874E-5,-4.2453292E-5,0.22194545,
-1.2880987E-4,-3.1326308E-5,4.5108463E-5,-8.1308535E-5,1.06239764E-4,6.464708E-5,0.19279635,
-1.3203791E-4,-3.8653674E-5,-6.616561E-5,5.99764E-5,-2.3832034E-5,-5.3231153E-5,0.20185533,
-8.927662E-5,-9.845886E-6,4.052656E-5,-4.7362482E-5,7.25878E-5,-7.287552E-5,0.16535307,
-1.1982568E-4,-3.2064792E-5,5.3661515E-5,-8.8564666E-5,-9.449283E-5,5.3962747E-5,0.24664561,
-3.893184E-5,-5.0895018E-5,-1.9699439E-5,-3.0192492E-5,-3.557709E-5,7.657284E-5,0.037712064,
-9.535638E-5,-3.6882022E-5,1.4519473E-4,3.821405E-5,-1.05218875E-4,-1.3793264E-5,0.32539394,
-1.007917E-4,7.072328E-5,1.039429E-5,-1.4683699E-5,-9.814881E-5,1.3690765E-4,0.18333218,
-9.722661E-5,6.8868896E-5,-1.5709308E-4,-1.2567124E-4,-1.0503898E-4,-6.701565E-6,0.8185791,
1.1833892E-4,-9.285495E-5,-5.8697427E-5,-7.101147E-5,-6.3643565E-5,-4.099903E-5,0.31086677,
-7.0680035E-5,5.634414E-5,6.531462E-5,-1.3863025E-4,-8.35209E-5,-1.7163258E-4,0.71191084,
1.348723E-4,-2.1091015E-5,1.3274675E-4,1.0096589E-5,5.424643E-5,9.147628E-5,0.41045028,
-1.3913822E-5,1.4039874E-5,-4.8434846E-5,-1.4472565E-4,1.0328267E-4,-8.28323E-5,0.274876,
-7.696798E-5,7.283428E-5,1.03973034E-4,-1.5536732E-4,6.412359E-5,-1.1939123E-4,0.5040194,
1.2805707E-4,6.273989E-5,-9.5995085E-5,-8.697611E-5,9.394191E-5,-4.6652112E-5,0.26549757,
6.2380976E-5,-1.817345E-5,1.2043066E-4,-4.2221924E-5,-1.3100763E-4,-6.156355E-5,0.40044206,
