0.132379,-0.040656567,1.0912664,
-0.18722749,-0.08199638,2.7795913,
-2.7603078,-2.794742,10859.365,
0.984488,-0.59893906,245.91147,
0.18645841,0.22701734,4.3578796,
1.7026713,1.1782777,296.61307,
-0.5245312,-0.12780458,18.56006,
-1.7872317,-2.0627608,2771.3293,
-2.3094845,-0.646365,3587.0925,
1.3422693,-0.95975876,762.67535,
0.07405722,-1.4413501,210.1904,
-0.25743502,0.21622378,3.8296728,
-0.8986414,0.10160494,53.44158,
0.1406731,0.68567705,45.079144,
0.8389292,-0.36053073,113.3064,
-0.12283301,2.1379662,451.92194,
-0.38417155,-2.8821828,919.86694,
-0.20999426,1.664139,263.9175,
1.2715814,-2.2019737,1458.4681,
-2.1733537,-1.3158656,3657.423,
-2.2955604,0.83431256,1978.0359,
-1.4844804,1.2007983,106.75022,
0.42155832,-0.9165337,120.07183,
1.0518951,1.532268,18.13195,
0.14378071,0.5649537,30.35727,
-1.7359207,-0.75049406,1424.1906,
2.160098,-0.06889969,2243.296,
-0.30202818,1.6700976,250.9804,
0.04096037,-0.59437126,36.4472,
-2.3719935,-2.71173,6963.734,
-1.4515727,1.4156015,53.822136,
1.6696082,-0.6275461,1166.7649,
-0.7698943,-1.3489884,380.16238,
1.0942514,0.11605829,116.93587,
-1.5790586,2.174619,16.81535,
2.757204,1.7274144,3454.3682,
-0.5673659,2.6713536,554.44794,
0.12683147,-1.7034498,296.44284,
-2.1222737,0.7334066,1431.5204,
-0.79789674,-0.1524505,65.49869,
-1.2902553,0.5482589,129.90247,
-0.36656606,-0.5938057,54.891582,
-1.919897,0.37902224,1102.1389,
0.1954152,-0.02364707,1.0297031,
-1.0027149,-1.7511365,763.8807,
0.5350576,1.8806351,254.41089,
-1.4329121,-2.7243714,2288.4734,
2.0351093,-0.10084283,1800.9628,
0.89987934,-0.27669686,118.05383,
-0.54946464,-1.9847062,525.2628,
0.2598819,-0.8196087,79.25081,
-0.9784121,-1.6079452,661.9574,
2.4329104,0.04082805,3457.4062,
-1.0742557,-1.4373884,675.84503,
-2.6042757,-2.0875616,7880.35,
1.6524028,-1.1084347,1474.1176,
0.037679315,0.5353913,29.438622,
0.1802854,2.3801756,551.8287,
0.83166003,-1.3546791,418.77808,
1.2822533,-0.85799646,626.1651,
-0.043228805,-2.0879998,437.84338,
-0.9876244,0.7206727,10.439349,
1.4829953,0.13637066,425.7907,
0.14487576,2.27673,509.56802,
1.9433913,-1.6294005,2923.5579,
1.2956712,0.016330898,276.45578,
1.1104248,2.1743348,88.61519,
-1.5111063,0.6136755,285.1177,
1.2901359,-1.9652886,1317.5848,
2.419707,-0.6027725,4172.2754,
1.2440426,-0.18037856,298.6651,
0.56017935,-1.6052452,368.46725,
-0.7006032,-0.6724625,138.22044,
2.0686023,-1.3054351,3119.8625,
-1.2683353,-2.5705295,1751.72,
-0.7312664,0.7730044,8.673775,
-0.42069304,-1.5813103,311.17776,
1.9006586,1.3167282,527.86945,
0.223104,0.0033273697,0.8193093,
-0.39143085,-1.4495065,258.80872,
0.9358594,-2.5298114,1159.8453,
-0.015563607,1.1476645,132.68916,
-0.1487351,0.051661134,1.4068475,
-0.7454549,0.49427998,3.4238918,
-0.85645294,-0.85916805,257.10928,
0.26487583,-1.4961637,245.87717,
1.4451423,-2.0155456,1684.4648,
-1.7594249,2.5069017,42.268173,
0.5135903,-1.3364829,256.31912,
0.8759837,0.1977219,32.462708,
1.8090217,0.9335348,547.7582,
0.22909087,-0.49789256,30.885586,
-0.05946082,-0.20945066,5.6587715,
0.78458816,-1.1074414,296.9262,
-0.07359266,-0.034083903,1.3086245,
-2.387875,0.53576016,2680.4268,
0.9947557,0.007461369,96.44765,
0.04262352,1.1947364,143.22229,
-2.60359,-0.18674022,4864.695,
2.5398314,1.566052,2388.3923,
