-0.34815928,-0.34948635,-0.3484467,-0.34821832,-0.34893897,-0.030827327,
-0.34751505,-0.34876958,-0.3491737,-0.34846273,-0.34828812,0.16792896,
-0.34707046,-0.34737,-0.34807828,-0.34726405,-0.34705353,0.38692096,
-0.34750438,-0.34840155,-0.34894642,-0.34709188,-0.34968522,-0.026116034,
-0.34871662,-0.34859082,-0.34816074,-0.34884572,-0.34933373,-0.22128065,
-0.3474869,-0.34823978,-0.34885642,-0.3478129,-0.34771642,-0.07917022,
-0.34852087,-0.34867293,-0.3479685,-0.3485368,-0.3485864,-0.2799673,
-0.34843332,-0.34872782,-0.3496495,-0.34709558,-0.34798598,-0.2861889,
-0.34793603,-0.3478314,-0.34775493,-0.3483788,-0.34776634,-0.33834624,
-0.3482153,-0.34695092,-0.34905308,-0.34814575,-0.34762722,-0.010703356,
-0.34819424,-0.34872466,-0.34884024,-0.34878647,-0.34736627,-0.30081177,
-0.34772292,-0.34839115,-0.34901243,-0.34783316,-0.34682602,-0.25043795,
-0.34756228,-0.34848133,-0.3486211,-0.34882155,-0.34759408,-0.068772554,
-0.34816542,-0.34794146,-0.34885183,-0.34839696,-0.34927377,-0.33072552,
-0.34920144,-0.3470708,-0.3473939,-0.34872627,-0.34829816,-0.25669143,
-0.34842128,-0.3476672,-0.34818697,-0.34863508,-0.34885043,-0.29321915,
-0.3484035,-0.34807873,-0.349188,-0.34869456,-0.34920037,-0.3445485,
-0.34771115,-0.34758523,-0.34769621,-0.34806105,-0.34821036,-0.3468297,
-0.3482901,-0.3484291,-0.3482521,-0.34781817,-0.34819406,-0.34069422,
-0.3487586,-0.34788316,-0.34725899,-0.34908083,-0.34779784,-0.34081548,
-0.348057,-0.34692842,-0.347914,-0.34760457,-0.34798306,-0.035535287,
-0.34891313,-0.347634,-0.34734437,-0.34838393,-0.34918392,-0.329632,
-0.34790286,-0.34786093,-0.34766376,-0.34797376,-0.3486,-0.34380946,
-0.34912512,-0.34712702,-0.34746626,-0.34710222,-0.34858325,-0.3066548,
-0.3488902,-0.3472201,-0.3478687,-0.3483146,-0.34901226,-0.33809164,
-0.34821332,-0.34817192,-0.34822813,-0.34875628,-0.34850666,-0.34675187,
-0.34893486,-0.34763706,-0.34828272,-0.34708413,-0.34865943,-0.32170182,
-0.3490432,-0.34681964,-0.3488062,-0.3482698,-0.34784347,-0.340324,
-0.34808272,-0.34953612,-0.34849182,-0.3480482,-0.34855825,0.015409435,
-0.3486093,-0.34823245,-0.34777972,-0.34904033,-0.34846985,-0.3341715,
-0.3488922,-0.34873527,-0.3481444,-0.34763813,-0.34792885,0.008897516,
